,essay,token,lemma,sentence,index,start,pos,sentence_sentiment,token_sentiment,paragraph,docPosition,sentPosition,isPunc,followsPunc,precedesPunc,followsLCA,precedesLCA,followsLCAPath,precedesLCAPath,head,uppermost,uppermost_child,right_sibling,right_sibling_head,probability,head_lemma,IOB
3542,3487.txt,things,thing,5,8,2677,NNS,Negative,Neutral,5,Conclusion,Middle,False,False,False,NP,PP,0.5294117647058824,0.4705882352941176,protect-5,PP,IN,NP,feel,0.0,protect,Arg-I
3543,3487.txt,that,that,5,9,2684,WDT,Negative,Neutral,5,Conclusion,Middle,False,False,False,SBAR,NP,0.5882352941176471,0.5294117647058824,feel-11,WHNP,WDT,WDT,feel,0.0,feel,Arg-I
3544,3487.txt,they,they,5,10,2689,PRP,Negative,Neutral,5,Conclusion,Middle,False,False,False,S,SBAR,0.6470588235294118,0.5882352941176471,feel-11,NP,PRP,PRP,feel,0.0997293358317718,feel,Arg-I
3545,3487.txt,feel,feel,5,11,2694,VBP,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,S,0.3529411764705882,0.6470588235294118,things-8,SBAR,WHNP,S,created,0.0002082032063293,thing,Arg-I
3546,3487.txt,to,to,5,12,2699,TO,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,VP,0.3529411764705882,0.3529411764705882,wrong-14,TO,to,to,wrong,0.0,wrong,Arg-I
3547,3487.txt,be,be,5,13,2702,VB,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,VP,0.8823529411764706,0.3529411764705882,wrong-14,VB,be,be,wrong,0.0004164064126587,wrong,Arg-I
3548,3487.txt,wrong,wrong,5,14,2705,JJ,Negative,Negative,5,Conclusion,Middle,False,False,True,S,VP,0.1176470588235294,0.8823529411764706,feel-11,S,VP,VP,feel,0.001665625650635,feel,Arg-I
3549,3487.txt,.,.,5,15,2710,.,Negative,Neutral,5,Conclusion,Last,True,False,False,,S,-1.0,0.1176470588235294,created-3,.,.,.,created,0.0,create,O
3550,3487.txt,But,but,6,1,2712,CC,Negative,Neutral,5,Conclusion,First,False,True,False,S,,0.2857142857142857,-1.0,keep-6,CC,But,But,keep,0.3485321673953779,keep,O
3551,3487.txt,good,good,6,2,2716,JJ,Negative,Positive,5,Conclusion,Middle,False,False,False,NP,S,0.4285714285714285,0.2857142857142857,intentions-3,JJ,good,good,intentions,0.0106183635227982,intention,Arg-B
3552,3487.txt,intentions,intention,6,3,2721,NNS,Negative,Neutral,5,Conclusion,Middle,False,False,False,S,NP,0.2857142857142857,0.4285714285714285,keep-6,NP,JJ,NNS,keep,0.0,keep,Arg-I
3553,3487.txt,do,do,6,4,2732,VBP,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,S,0.4285714285714285,0.2857142857142857,keep-6,VBP,do,do,keep,0.0,keep,Arg-I
3554,3487.txt,not,not,6,5,2735,RB,Negative,Negative,5,Conclusion,Middle,False,False,False,VP,VP,0.4285714285714285,0.4285714285714285,keep-6,RB,not,not,keep,0.0002082032063293,keep,Arg-I
3555,3487.txt,keep,keep,6,6,2739,VB,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,VP,0.5714285714285714,0.4285714285714285,keep-6,ROOT,S,S,keep,0.0,keep,Arg-I
3556,3487.txt,wrong,wrong,6,7,2744,JJ,Negative,Negative,5,Conclusion,Middle,False,False,False,NP,VP,0.7142857142857143,0.5714285714285714,consequenses-8,JJ,wrong,wrong,consequenses,0.0,consequens,Arg-I
3557,3487.txt,consequenses,consequens,6,8,2750,NNS,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,NP,0.5714285714285714,0.7142857142857143,keep-6,NP,JJ,NNS,keep,0.0,keep,Arg-I
3558,3487.txt,at,at,6,9,2763,IN,Negative,Neutral,5,Conclusion,Middle,False,False,False,PP,VP,0.7142857142857143,0.5714285714285714,bay-10,IN,at,at,bay,0.0,bay,Arg-I
3559,3487.txt,bay,bay,6,10,2766,NN,Negative,Neutral,5,Conclusion,Middle,False,False,True,S,PP,0.2857142857142857,0.7142857142857143,keep-6,PP,IN,NP,keep,0.0,keep,Arg-I
3560,3487.txt,.,.,6,11,2769,.,Negative,Neutral,5,Conclusion,Last,True,False,False,,S,-1.0,0.2857142857142857,keep-6,.,.,.,keep,0.0,keep,O
3561,3488.txt,With,with,0,1,0,IN,Neutral,Neutral,0,Introduction,First,False,False,False,PP,,0.2727272727272727,-1.0,things-3,IN,With,With,things,0.5,thing,O
3562,3488.txt,new,new,0,2,5,JJ,Neutral,Positive,0,Introduction,Middle,False,False,False,NP,PP,0.4545454545454545,0.2727272727272727,things-3,JJ,new,new,things,0.0,thing,O
3563,3488.txt,things,thing,0,3,9,NNS,Neutral,Neutral,0,Introduction,Middle,False,False,False,NP,NP,0.3636363636363636,0.4545454545454545,believe-13,PP,IN,NP,organization,0.0,believe,O
3564,3488.txt,coming,come,0,4,16,VBG,Neutral,Neutral,0,Introduction,Middle,False,False,False,VP,NP,0.4545454545454545,0.3636363636363636,things-3,VP,VBG,NP,organization,0.0,thing,O
3565,3488.txt,out,out,0,5,23,RP,Neutral,Negative,0,Introduction,Middle,False,False,False,VP,VP,0.4545454545454545,0.4545454545454545,coming-4,PRT,RP,RP,things,0.0,come,O
3566,3488.txt,these,this,0,6,27,DT,Neutral,Neutral,0,Introduction,Middle,False,False,False,NP,VP,0.5454545454545454,0.4545454545454545,days-7,DT,these,these,days,0.0002082032063293,day,O
3567,3488.txt,days,day,0,7,33,NNS,Neutral,Neutral,0,Introduction,Middle,False,False,True,S,NP,0.1818181818181818,0.5454545454545454,coming-4,NP,DT,NNS,organization,0.0002082032063293,come,O
3568,3488.txt,",",",",0,8,37,",",Neutral,Neutral,0,Introduction,Middle,True,False,False,S,S,0.1818181818181818,0.1818181818181818,believe-13,",",",",",",I,0.0,believe,O
3569,3488.txt,I,I,0,9,39,PRP,Neutral,Neutral,0,Introduction,Middle,False,True,True,S,S,0.1818181818181818,0.1818181818181818,believe-13,NP,NP,",",I,0.4112013325005205,believe,O
3570,3488.txt,",",",",0,10,40,",",Neutral,Neutral,0,Introduction,Middle,True,False,False,S,S,0.1818181818181818,0.1818181818181818,I-9,",",",",",",I,0.0004164064126587,I,O
3571,3488.txt,@PERSON1,@person1,0,11,42,NN,Neutral,Neutral,0,Introduction,Middle,False,True,True,S,S,0.1818181818181818,0.1818181818181818,I-9,NN,,,,0.4112013325005205,I,O
3572,3488.txt,",",",",0,12,50,",",Neutral,Neutral,0,Introduction,Middle,True,False,False,S,S,0.1818181818181818,0.1818181818181818,I-9,",",",",",",I,0.0,I,O
3573,3488.txt,believe,believe,0,13,52,VBP,Neutral,Neutral,0,Introduction,Middle,False,True,False,VP,S,0.2727272727272727,0.1818181818181818,believe-13,ROOT,S,S,believe,0.4112013325005205,believe,O
3574,3488.txt,that,that,0,14,60,IN,Neutral,Neutral,0,Introduction,Middle,False,False,False,SBAR,VP,0.3636363636363636,0.2727272727272727,have-21,IN,that,that,have,0.0043722673329169,have,O
3575,3488.txt,all,all,0,15,65,DT,Neutral,Neutral,0,Introduction,Middle,False,False,False,S,SBAR,0.1818181818181818,0.3636363636363636,things-16,VP,VBP,SBAR,organization,0.0997293358317718,thing,O
3576,3488.txt,things,thing,0,16,69,NNS,Neutral,Neutral,0,Introduction,Middle,False,False,False,NP,S,0.3636363636363636,0.1818181818181818,have-21,PP,IN,NP,organization,0.0,have,O
3577,3488.txt,out,out,0,17,76,RP,Neutral,Negative,0,Introduction,Middle,False,False,False,S,NP,0.1818181818181818,0.3636363636363636,things-16,VP,VBG,NP,organization,0.0,thing,O
3578,3488.txt,in,in,0,18,80,IN,Neutral,Neutral,0,Introduction,Middle,False,False,False,PP,S,0.7272727272727273,0.1818181818181818,libraries-19,IN,in,in,libraries,0.0002082032063293,library,O
3579,3488.txt,libraries,library,0,19,83,NNS,Neutral,Neutral,0,Introduction,Middle,False,False,False,S,PP,0.4545454545454545,0.7272727272727273,out-17,VP,VBP,SBAR,organization,0.0,out,O
3580,3488.txt,should,should,0,20,93,MD,Neutral,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.5454545454545454,0.4545454545454545,have-21,MD,should,should,have,0.0,have,O
3581,3488.txt,have,have,0,21,100,VB,Neutral,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.6363636363636364,0.5454545454545454,believe-13,SBAR,IN,S,believe,0.0,believe,O
3582,3488.txt,a,a,0,22,105,DT,Neutral,Neutral,0,Introduction,Middle,False,False,False,NP,VP,0.8181818181818182,0.6363636363636364,organization-24,DT,a,a,organization,0.0,organization,O
3583,3488.txt,certain,certain,0,23,107,JJ,Neutral,Positive,0,Introduction,Middle,False,False,False,NP,NP,0.8181818181818182,0.8181818181818182,organization-24,JJ,certain,certain,organization,0.0,organization,O
3584,3488.txt,organization,organization,0,24,115,NN,Neutral,Neutral,0,Introduction,Middle,False,False,False,NP,NP,0.7272727272727273,0.8181818181818182,have-21,NP,NP,PP,organization,0.0,have,O
3585,3488.txt,for,for,0,25,128,IN,Neutral,Neutral,0,Introduction,Middle,False,False,False,PP,NP,0.8181818181818182,0.7272727272727273,subjects-27,IN,for,for,subjects,0.0,subject,O
3586,3488.txt,certian,certian,0,26,132,JJ,Neutral,Neutral,0,Introduction,Middle,False,False,False,NP,PP,0.9090909090909092,0.8181818181818182,subjects-27,JJ,certian,certian,subjects,0.0006246096189881,subject,O
3587,3488.txt,subjects,subject,0,27,140,NNS,Neutral,Neutral,0,Introduction,Middle,False,False,True,S,NP,0.1818181818181818,0.9090909090909092,organization-24,PP,IN,NP,organization,0.0,organization,O
3588,3488.txt,.,.,0,28,148,.,Neutral,Neutral,0,Introduction,Last,True,False,False,,S,-1.0,0.1818181818181818,believe-13,.,.,.,believe,0.0,believe,O
3589,3488.txt,I,I,1,1,150,PRP,Positive,Neutral,0,Introduction,First,False,True,False,S,,0.2307692307692307,-1.0,asking-4,NP,PRP,PRP,asking,0.3485321673953779,ask,O
3590,3488.txt,am,be,1,2,152,VBP,Positive,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.3076923076923077,0.2307692307692307,asking-4,VBP,am,am,asking,0.0004164064126587,ask,O
3591,3488.txt,not,not,1,3,155,RB,Positive,Negative,0,Introduction,Middle,False,False,False,VP,VP,0.3076923076923077,0.3076923076923077,asking-4,RB,not,not,asking,0.001665625650635,ask,O
3592,3488.txt,asking,ask,1,4,159,VBG,Positive,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.3846153846153846,0.3076923076923077,asking-4,ROOT,S,S,asking,0.0,ask,O
3593,3488.txt,for,for,1,5,166,IN,Positive,Neutral,0,Introduction,Middle,False,False,False,PP,VP,0.4615384615384615,0.3846153846153846,removal-7,IN,for,for,hearing,0.0,removal,O
3594,3488.txt,any,any,1,6,170,DT,Positive,Neutral,0,Introduction,Middle,False,False,False,NP,PP,0.6923076923076923,0.4615384615384615,removal-7,DT,any,any,removal,0.0006246096189881,removal,O
3595,3488.txt,removal,removal,1,7,174,NN,Positive,Neutral,0,Introduction,Middle,False,False,False,NP,NP,0.6923076923076923,0.6923076923076923,asking-4,PP,IN,NP,hearing,0.0,ask,O
3596,3488.txt,or,or,1,8,182,CC,Positive,Neutral,0,Introduction,Middle,False,False,False,NP,NP,0.6923076923076923,0.6923076923076923,destorying-9,CC,or,or,anything,0.0,destorying,O
3597,3488.txt,destorying,destorying,1,9,185,NN,Positive,Neutral,0,Introduction,Middle,False,False,False,NP,NP,0.6153846153846154,0.6923076923076923,removal-7,destorying,,,,0.0,removal,O
3598,3488.txt,of,of,1,10,196,IN,Positive,Neutral,0,Introduction,Middle,False,False,False,PP,NP,0.6923076923076923,0.6153846153846154,books-11,IN,of,of,opinion,0.0,book,O
3599,3488.txt,books,book,1,11,199,NNS,Positive,Neutral,0,Introduction,Middle,False,False,True,NP,PP,0.7692307692307693,0.6923076923076923,removal-7,PP,IN,NP,hearing,0.0004164064126587,removal,O
3600,3488.txt,",",",",1,12,204,",",Positive,Neutral,0,Introduction,Middle,True,False,False,NP,NP,0.7692307692307693,0.7692307692307693,books-11,",",",",",",books,0.0,book,O
3601,3488.txt,magazines,magazine,1,13,206,NNS,Positive,Neutral,0,Introduction,Middle,False,True,True,NP,NP,0.7692307692307693,0.7692307692307693,books-11,magazines,,,,0.4112013325005205,book,O
3602,3488.txt,",",",",1,14,215,",",Positive,Neutral,0,Introduction,Middle,True,False,False,NP,NP,0.6153846153846154,0.7692307692307693,books-11,",",",",",",books,0.0,book,O
3603,3488.txt,or,or,1,15,217,CC,Positive,Neutral,0,Introduction,Middle,False,True,False,NP,NP,0.6153846153846154,0.6153846153846154,anything-16,NP,DT,NN,hearing,0.4112013325005205,anything,O
3604,3488.txt,anything,anything,1,16,220,NN,Positive,Neutral,0,Introduction,Middle,False,False,False,NP,NP,0.5384615384615384,0.6153846153846154,books-11,NN,anything,anything,books,0.0,book,O
3605,3488.txt,that,that,1,17,229,WDT,Positive,Neutral,0,Introduction,Middle,False,False,False,SBAR,NP,0.6153846153846154,0.5384615384615384,libraries-21,WHNP,WDT,WDT,libraries,0.0,library,O
3606,3488.txt,is,be,1,18,234,VBZ,Positive,Neutral,0,Introduction,Middle,False,False,False,VP,SBAR,0.7692307692307693,0.6153846153846154,libraries-21,VBZ,is,is,libraries,0.0997293358317718,library,O
3607,3488.txt,in,in,1,19,237,IN,Positive,Neutral,0,Introduction,Middle,False,False,False,PP,VP,0.8461538461538461,0.7692307692307693,libraries-21,IN,in,in,libraries,0.001665625650635,library,O
3608,3488.txt,the,the,1,20,240,DT,Positive,Neutral,0,Introduction,Middle,False,False,False,NP,PP,0.9230769230769232,0.8461538461538461,libraries-21,DT,the,the,libraries,0.0,library,O
3609,3488.txt,libraries,library,1,21,244,NNS,Positive,Neutral,0,Introduction,Middle,False,False,False,S,NP,0.1538461538461538,0.9230769230769232,removal-7,SBAR,WHNP,S,asking,0.0012492192379762,removal,O
3610,3488.txt,but,but,1,22,254,CC,Positive,Neutral,0,Introduction,Middle,False,False,False,S,S,0.1538461538461538,0.1538461538461538,asking-25,CC,but,but,asking,0.0,ask,O
3611,3488.txt,I,I,1,23,258,PRP,Positive,Neutral,0,Introduction,Middle,False,False,False,S,S,0.2307692307692307,0.1538461538461538,asking-25,NP,PRP,PRP,asking,0.0106183635227982,ask,O
3612,3488.txt,am,be,1,24,260,VBP,Positive,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.3076923076923077,0.2307692307692307,asking-25,VBP,am,am,asking,0.0004164064126587,ask,O
3613,3488.txt,asking,ask,1,25,263,VBG,Positive,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.3846153846153846,0.3076923076923077,asking-4,ROOT,S,S,asking,0.001665625650635,ask,O
3614,3488.txt,for,for,1,26,270,IN,Positive,Neutral,0,Introduction,Middle,False,False,False,PP,VP,0.4615384615384615,0.3846153846153846,hearing-29,IN,for,for,hearing,0.0,hearing,O
3615,3488.txt,a,a,1,27,274,DT,Positive,Neutral,0,Introduction,Middle,False,False,False,NP,PP,0.6153846153846154,0.4615384615384615,hearing-29,DT,,,,0.0006246096189881,hearing,O
3616,3488.txt,fair,fair,1,28,276,JJ,Positive,Neutral,0,Introduction,Middle,False,False,False,NP,NP,0.6153846153846154,0.6153846153846154,hearing-29,JJ,,,,0.0,hearing,O
3617,3488.txt,hearing,hearing,1,29,281,NN,Positive,Neutral,0,Introduction,Middle,False,False,False,NP,NP,0.6153846153846154,0.6153846153846154,asking-25,PP,IN,NP,hearing,0.0,ask,O
3618,3488.txt,of,of,1,30,289,IN,Positive,Neutral,0,Introduction,Middle,False,False,False,NP,NP,0.5384615384615384,0.6153846153846154,opinion-32,NP,NP,PP,hearing,0.0,opinion,O
3619,3488.txt,my,my,1,31,292,PRP$,Positive,Neutral,0,Introduction,Middle,False,False,False,NP,NP,0.6923076923076923,0.5384615384615384,opinion-32,PRP$,,,,0.0004164064126587,opinion,O
3620,3488.txt,opinion,opinion,1,32,295,NN,Positive,Neutral,0,Introduction,Middle,False,False,True,S,NP,0.1538461538461538,0.6923076923076923,hearing-29,PP,,,,0.0,hearing,O
3621,3488.txt,.,.,1,33,302,.,Positive,Neutral,0,Introduction,Last,True,False,False,,S,-1.0,0.1538461538461538,asking-4,.,.,.,asking,0.0008328128253175,ask,O
3622,3488.txt,I,I,0,1,304,PRP,Neutral,Neutral,1,Body,First,False,True,False,S,,0.1764705882352941,-1.0,like-3,NP,PRP,PRP,know,0.3485321673953779,like,Arg-B
3623,3488.txt,would,would,0,2,306,MD,Neutral,Neutral,1,Body,Middle,False,False,False,VP,S,0.2352941176470588,0.1764705882352941,like-3,MD,would,would,like,0.0004164064126587,like,Arg-I
3624,3488.txt,like,like,0,3,312,VB,Neutral,Neutral,1,Body,Middle,False,False,False,VP,VP,0.2941176470588235,0.2352941176470588,know-12,S,NP,VP,things,0.0,know,Arg-I
3625,3488.txt,more,more,0,4,317,JJR,Neutral,Neutral,1,Body,Middle,False,False,False,NP,VP,0.3529411764705882,0.2941176470588235,organization-5,JJR,more,more,organization,0.0,organization,Arg-I
3626,3488.txt,organization,organization,0,5,322,NN,Neutral,Neutral,1,Body,Middle,False,False,False,VP,NP,0.2941176470588235,0.3529411764705882,like-3,NP,JJR,NN,things,0.0,like,Arg-I
3627,3488.txt,for,for,0,6,335,IN,Neutral,Neutral,1,Body,Middle,False,False,False,PP,VP,0.3529411764705882,0.2941176470588235,things-8,IN,for,for,things,0.0,thing,Arg-I
3628,3488.txt,certian,certian,0,7,339,JJ,Neutral,Neutral,1,Body,Middle,False,False,False,NP,PP,0.4117647058823529,0.3529411764705882,things-8,JJ,certian,certian,things,0.0006246096189881,thing,Arg-I
3629,3488.txt,things,thing,0,8,347,NNS,Neutral,Neutral,1,Body,Middle,False,False,True,S,NP,0.1176470588235294,0.4117647058823529,like-3,PP,IN,NP,things,0.0,like,Arg-I
3630,3488.txt,",",",",0,9,353,",",Neutral,Neutral,1,Body,Middle,True,False,False,S,S,0.1176470588235294,0.1176470588235294,know-12,",",",",",",know,0.0,know,Arg-I
3631,3488.txt,I,I,0,10,355,PRP,Neutral,Neutral,1,Body,Middle,False,True,False,S,S,0.1176470588235294,0.1176470588235294,know-12,S,NP,VP,things,0.4112013325005205,know,Arg-I
3632,3488.txt,do,do,0,11,357,VBP,Neutral,Neutral,1,Body,Middle,False,False,False,VP,S,0.1764705882352941,0.1176470588235294,know-12,VBP,do,do,know,0.0004164064126587,know,Arg-I
3633,3488.txt,know,know,0,12,360,VB,Neutral,Neutral,1,Body,Middle,False,False,False,VP,VP,0.2352941176470588,0.1764705882352941,know-12,ROOT,S,S,know,0.0002082032063293,know,Arg-I
3634,3488.txt,people,person,0,13,365,NNS,Neutral,Neutral,1,Body,Middle,False,False,False,S,VP,0.3529411764705882,0.2352941176470588,have-14,NP,NNS,NNS,ideas,0.0004164064126587,have,Arg-I
3635,3488.txt,have,have,0,14,372,VBP,Neutral,Neutral,1,Body,Middle,False,False,False,VP,S,0.4117647058823529,0.3529411764705882,know-12,SBAR,S,S,know,0.0,know,Arg-I
3636,3488.txt,their,they,0,15,377,PRP$,Neutral,Neutral,1,Body,Middle,False,False,False,NP,VP,0.5294117647058824,0.4117647058823529,ideas-17,PRP$,their,their,ideas,0.0,idea,Arg-I
3637,3488.txt,own,own,0,16,383,JJ,Neutral,Neutral,1,Body,Middle,False,False,False,NP,NP,0.5294117647058824,0.5294117647058824,ideas-17,JJ,own,own,ideas,0.0002082032063293,idea,Arg-I
3638,3488.txt,ideas,idea,0,17,387,NNS,Neutral,Neutral,1,Body,Middle,False,False,False,NP,NP,0.4705882352941176,0.5294117647058824,have-14,NP,NP,PP,things,0.0,have,Arg-I
3639,3488.txt,about,about,0,18,393,IN,Neutral,Neutral,1,Body,Middle,False,False,False,S,NP,0.1176470588235294,0.4705882352941176,things-19,VP,VBP,VP,things,0.0,thing,Arg-I
3640,3488.txt,things,thing,0,19,399,NNS,Neutral,Neutral,1,Body,Middle,False,False,False,S,S,0.1176470588235294,0.1176470588235294,ideas-17,S,NP,VP,things,0.0,idea,Arg-I
3641,3488.txt,that,that,0,20,406,WDT,Neutral,Neutral,1,Body,Middle,False,False,False,SBAR,S,0.6470588235294118,0.1176470588235294,book-25,WHNP,WDT,WDT,book,0.0,book,Arg-I
3642,3488.txt,should,should,0,21,411,MD,Neutral,Neutral,1,Body,Middle,False,False,False,VP,SBAR,0.7647058823529411,0.6470588235294118,book-25,MD,should,should,book,0.0997293358317718,book,Arg-I
3643,3488.txt,be,be,0,22,418,VB,Neutral,Neutral,1,Body,Middle,False,False,False,VP,VP,0.8235294117647058,0.7647058823529411,book-25,VB,be,be,book,0.0,book,Arg-I
3644,3488.txt,in,in,0,23,421,IN,Neutral,Neutral,1,Body,Middle,False,False,False,PP,VP,0.8823529411764706,0.8235294117647058,book-25,IN,in,in,book,0.001665625650635,book,Arg-I
3645,3488.txt,a,a,0,24,424,DT,Neutral,Neutral,1,Body,Middle,False,False,False,NP,PP,0.9411764705882352,0.8823529411764706,book-25,DT,a,a,book,0.0,book,Arg-I
3646,3488.txt,book,book,0,25,426,NN,Neutral,Neutral,1,Body,Middle,False,False,True,S,NP,0.1176470588235294,0.9411764705882352,things-19,VP,VBP,VP,things,0.0,thing,Arg-I
3647,3488.txt,.,.,0,26,430,.,Neutral,Neutral,1,Body,Last,True,False,False,,S,-1.0,0.1176470588235294,know-12,.,.,.,know,0.0,know,O
3648,3488.txt,These,this,1,1,432,DT,Positive,Neutral,1,Body,First,False,True,False,NP,,0.625,-1.0,books-2,DT,These,These,books,0.3485321673953779,book,Arg-B
3649,3488.txt,books,book,1,2,438,NNS,Positive,Neutral,1,Body,Middle,False,False,False,NP,NP,0.5,0.625,bring-8,NP,NP,VP,offence,0.0002082032063293,bring,Arg-I
3650,3488.txt,found,find,1,3,444,VBN,Positive,Neutral,1,Body,Middle,False,False,False,VP,NP,0.625,0.5,books-2,VP,VBN,PP,offence,0.0,book,Arg-I
3651,3488.txt,in,in,1,4,450,IN,Positive,Neutral,1,Body,Middle,False,False,False,PP,VP,0.75,0.625,library-6,IN,in,in,library,0.0,library,Arg-I
3652,3488.txt,a,a,1,5,453,DT,Positive,Neutral,1,Body,Middle,False,False,False,NP,PP,0.875,0.75,library-6,DT,a,a,library,0.0,library,Arg-I
3653,3488.txt,library,library,1,6,455,NN,Positive,Neutral,1,Body,Middle,False,False,False,S,NP,0.375,0.875,found-3,PP,IN,NP,offence,0.0,find,Arg-I
3654,3488.txt,could,could,1,7,463,MD,Positive,Neutral,1,Body,Middle,False,False,False,VP,S,0.5,0.375,bring-8,MD,could,could,bring,0.0,bring,Arg-I
3655,3488.txt,bring,bring,1,8,469,VB,Positive,Positive,1,Body,Middle,False,False,False,VP,VP,0.625,0.5,bring-8,ROOT,S,S,bring,0.0,bring,Arg-I
3656,3488.txt,enjoyment,enjoyment,1,9,475,NN,Positive,Positive,1,Body,Middle,False,False,False,VP,VP,0.625,0.625,bring-8,NP,NN,NN,can,0.0,bring,Arg-I
3657,3488.txt,to,to,1,10,485,IN,Positive,Neutral,1,Body,Middle,False,False,False,PP,VP,0.75,0.625,people-11,IN,to,to,people,0.0,person,Arg-I
3658,3488.txt,people,person,1,11,488,NNS,Positive,Neutral,1,Body,Middle,False,False,True,S,PP,0.25,0.75,bring-8,PP,IN,NP,offence,0.0004164064126587,bring,Arg-I
3659,3488.txt,",",",",1,12,494,",",Positive,Neutral,1,Body,Middle,True,False,False,S,S,0.25,0.25,bring-8,",",",",",",bring,0.0,bring,Arg-I
3660,3488.txt,but,but,1,13,496,CC,Positive,Neutral,1,Body,Middle,False,True,False,S,S,0.25,0.25,can-15,CC,but,but,can,0.4112013325005205,can,Arg-I
3661,3488.txt,sometimes,sometimes,1,14,500,RB,Positive,Neutral,1,Body,Middle,False,False,False,SINV,S,0.375,0.25,can-15,ADVP,RB,RB,can,0.0106183635227982,can,Arg-I
3662,3488.txt,can,can,1,15,510,MD,Positive,Neutral,1,Body,Middle,False,False,False,SINV,SINV,0.375,0.375,bring-8,SINV,ADVP,NP,offence,0.0002082032063293,bring,Arg-I
3663,3488.txt,offence,offence,1,16,514,NN,Positive,Neutral,1,Body,Middle,False,False,False,NP,SINV,0.625,0.375,can-15,NP,NP,NP,offence,0.0,can,Arg-I
3664,3488.txt,other,other,1,17,522,JJ,Positive,Neutral,1,Body,Middle,False,False,False,S,NP,0.25,0.625,people-18,SINV,ADVP,NP,offence,0.0,person,Arg-I
3665,3488.txt,people,person,1,18,528,NNS,Positive,Neutral,1,Body,Middle,False,False,True,S,S,0.25,0.25,offence-16,S,NP,VP,offence,0.0,offence,Arg-I
3666,3488.txt,.,.,1,19,534,.,Positive,Neutral,1,Body,Last,True,False,False,,S,-1.0,0.25,bring-8,.,.,.,bring,0.0,bring,O
3667,3488.txt,So,so,2,1,536,RB,Negative,Neutral,1,Body,First,False,True,True,S,,0.1666666666666666,-1.0,like-9,ADVP,RB,RB,like,0.3485321673953779,like,O
3668,3488.txt,",",",",2,2,538,",",Negative,Neutral,1,Body,Middle,True,False,False,S,S,0.1666666666666666,0.1666666666666666,like-9,",",",",",",scale,0.0097855506974807,like,O
